Temperature,Pressure,Humidity,X,Y,Z,label
24,840,44,0,0,1,0
34,1019,88,0,0,1,0
26,876,80,0,0,1,0
23,1065,54,0,0,1,0
27,854,85,0,0,1,0
30,858,89,0,0,1,0
30,903,74,0,0,1,0
20,807,40,0,0,1,0
20,1057,37,0,0,1,0
21,896,87,0,0,1,0
24,808,85,0,0,1,0
25,981,86,0,0,1,0
20,1072,80,0,0,1,0
34,920,46,0,0,1,0
32,828,36,0,0,1,0
22,1001,42,0,0,1,0
36,896,83,0,0,1,0
37,850,89,0,0,1,0
38,1061,38,0,0,1,0
22,820,63,0,0,1,0
29,962,36,0,0,1,0
20,815,78,0,0,1,0
30,842,37,0,0,1,0
38,855,88,0,0,1,0
39,984,84,0,0,1,0
27,930,39,0,0,1,0
21,906,65,0,0,1,0
37,807,37,0,0,1,0
39,895,76,0,0,1,0
27,904,85,0,0,1,0
30,859,87,0,0,1,0
28,1093,79,0,0,1,0
32,880,81,0,0,1,0
32,1032,87,0,0,1,0
30,893,86,0,0,1,0
21,1042,84,0,0,1,0
38,1006,86,0,0,1,0
20,829,86,0,0,1,0
23,865,84,0,0,1,0
28,847,80,0,0,1,0
37,1007,80,0,0,1,0
37,1015,77,0,0,1,0
31,865,87,0,0,1,0
30,817,63,0,0,1,0
25,1083,52,0,0,1,0
39,1036,63,0,0,1,0
27,863,47,0,0,1,0
38,844,30,0,0,1,0
32,840,80,0,0,1,0
37,931,86,0,0,1,0
39,1034,82,0,0,1,0
27,1047,82,0,0,1,0
23,1011,82,0,0,1,0
30,828,82,0,0,1,0
24,900,58,0,0,1,0
21,806,43,0,0,1,0
20,912,83,0,0,1,0
33,809,34,0,0,1,0
21,1090,87,0,0,1,0
36,924,62,0,0,1,0
38,890,82,0,0,1,0
24,964,41,0,0,1,0
20,873,82,0,0,1,0
27,928,80,0,0,1,0
37,890,82,0,0,1,0
25,1024,87,0,0,1,0
37,847,32,0,0,1,0
24,970,68,0,0,1,0
21,825,64,0,0,1,0
39,840,80,0,0,1,0
30,975,68,0,0,1,0
26,885,80,0,0,1,0
35,929,56,0,0,1,0
22,879,77,0,0,1,0
24,838,72,0,0,1,0
35,820,81,0,0,1,0
33,1053,83,0,0,1,0
30,1063,40,0,0,1,0
39,1059,48,0,0,1,0
31,975,42,0,0,1,0
23,998,85,0,0,1,0
35,830,80,0,0,1,0
39,806,89,0,0,1,0
31,827,81,0,0,1,0
39,854,86,0,0,1,0
28,1052,50,0,0,1,0
34,1020,52,0,0,1,0
33,811,45,0,0,1,0
20,1053,40,0,0,1,0
39,971,68,0,0,1,0
28,890,83,0,0,1,0
26,827,72,0,0,1,0
25,1074,56,0,0,1,0
33,934,80,0,0,1,0
35,907,80,0,0,1,0
37,1044,87,0,0,1,0
33,921,47,0,0,1,0
34,982,83,0,0,1,0
39,1075,84,0,0,1,0
38,819,81,0,0,1,0
25,865,43,0,0,1,0
28,898,63,0,0,1,0
22,1044,50,0,0,1,0
22,935,87,0,0,1,0
26,901,80,0,0,1,0
30,1061,69,0,0,1,0
39,1054,59,0,0,1,0
34,1066,85,0,0,1,0
22,922,68,0,0,1,0
32,1055,79,0,0,1,0
28,1032,60,0,0,1,0
28,897,31,0,0,1,0
33,1054,35,0,0,1,0
31,888,70,0,0,1,0
36,863,66,0,0,1,0
38,908,44,0,0,1,0
39,1008,44,0,0,1,0
25,917,38,0,0,1,0
27,921,69,0,0,1,0
31,948,77,0,0,1,0
20,828,80,0,0,1,0
35,883,68,0,0,1,0
27,831,88,0,0,1,0
26,859,84,0,0,1,0
39,987,42,0,0,1,0
35,877,84,0,0,1,0
20,838,85,0,0,1,0
36,817,89,0,0,1,0
29,931,83,0,0,1,0
29,1064,87,0,0,1,0
33,975,66,0,0,1,0
24,883,86,0,0,1,0
24,844,59,0,0,1,0
39,989,86,0,0,1,0
29,838,40,0,0,1,0
36,846,87,0,0,1,0
37,966,81,0,0,1,0
38,968,73,0,0,1,0
36,838,61,0,0,1,0
38,920,89,0,0,1,0
39,1088,52,0,0,1,0
32,895,81,0,0,1,0
35,1024,82,0,0,1,0
30,989,87,0,0,1,0
26,953,80,0,0,1,0
33,812,87,0,0,1,0
25,1000,47,0,0,1,0
37,844,62,0,0,1,0
33,883,87,0,0,1,0
39,942,82,0,0,1,0
22,949,88,0,0,1,0
32,872,40,0,0,1,0
30,1040,60,0,0,1,0
20,994,46,0,0,1,0
23,822,72,0,0,1,0
37,1014,83,0,0,1,0
31,1036,80,0,0,1,0
20,901,88,0,0,1,0
28,1054,84,0,0,1,0
23,838,55,0,0,1,0
34,839,67,0,0,1,0
38,922,78,0,0,1,0
20,959,86,0,0,1,0
34,879,86,0,0,1,0
26,1002,86,0,0,1,0
32,807,45,0,0,1,0
34,832,59,0,0,1,0
34,846,83,0,0,1,0
32,867,73,0,0,1,0
30,805,82,0,0,1,0
31,804,87,0,0,1,0
37,873,86,0,0,1,0
27,847,86,0,0,1,0
21,1076,80,0,0,1,0
36,976,81,0,0,1,0
22,877,89,0,0,1,0
36,806,83,0,0,1,0
29,884,48,0,0,1,0
34,861,84,0,0,1,0
31,1070,60,0,0,1,0
20,959,49,0,0,1,0
37,944,88,0,0,1,0
26,838,83,0,0,1,0
38,1059,82,0,0,1,0
20,959,82,0,0,1,0
26,801,84,0,0,1,0
37,852,75,0,0,1,0
34,837,55,0,0,1,0
35,821,69,0,0,1,0
37,807,82,0,0,1,0
32,1067,68,0,0,1,0
23,845,74,0,0,1,0
24,823,86,0,0,1,0
21,1079,82,0,0,1,0
29,924,43,0,0,1,0
28,887,89,0,0,1,0
34,849,84,0,0,1,0
27,846,48,0,0,1,0
31,817,82,0,0,1,0
24,1086,82,0,0,1,0
29,870,36,0,0,1,0
23,813,34,0,0,1,0
33,828,65,0,0,1,0
28,1061,88,0,0,1,0
36,885,57,0,0,1,0
28,874,32,0,0,1,0
25,886,66,0,0,1,0
39,928,44,0,0,1,0
33,988,43,0,0,1,0
38,963,85,0,0,1,0
24,976,74,0,0,1,0
30,890,83,0,0,1,0
30,804,87,0,0,1,0
31,968,61,0,0,1,0
29,878,43,0,0,1,0
27,955,72,0,0,1,0
30,800,88,0,0,1,0
26,899,84,0,0,1,0
25,909,82,0,0,1,0
35,806,82,0,0,1,0
28,845,72,0,0,1,0
35,960,39,0,0,1,0
28,1021,57,0,0,1,0
29,823,88,0,0,1,0
37,822,37,0,0,1,0
39,1001,84,0,0,1,0
30,855,36,0,0,1,0
39,829,82,0,0,1,0
29,1085,84,0,0,1,0
30,941,82,0,0,1,0
26,948,44,0,0,1,0
23,880,41,0,0,1,0
24,969,86,0,0,1,0
23,960,84,0,0,1,0
21,987,72,0,0,1,0
39,834,85,0,0,1,0
30,1016,48,0,0,1,0
23,870,43,0,0,1,0
22,853,61,0,0,1,0
23,844,80,0,0,1,0
28,985,79,0,0,1,0
31,862,85,0,0,1,0
37,928,84,0,0,1,0
35,829,41,0,0,1,0
28,1017,56,0,0,1,0
36,803,73,0,0,1,0
37,1096,88,0,0,1,0
32,870,80,0,0,1,0
38,815,80,0,0,1,0
25,1076,85,0,0,1,0
34,988,54,0,0,1,0
23,878,67,0,0,1,0
28,815,85,0,0,1,0
27,1057,53,0,0,1,0
26,1092,88,0,0,1,0
21,877,62,0,0,1,0
24,957,86,0,0,1,0
23,926,84,0,0,1,0
32,948,81,0,0,1,0
35,929,33,0,0,1,0
27,831,82,0,0,1,0
37,883,89,0,0,1,0
22,1010,35,0,0,1,0
32,838,85,0,0,1,0
39,868,48,0,0,1,0
38,988,88,0,0,1,0
20,817,70,0,0,1,0
30,1049,88,0,0,1,0
22,808,87,0,0,1,0
24,954,30,0,0,1,0
20,979,42,0,0,1,0
29,880,80,0,0,1,0
37,805,85,0,0,1,0
23,995,75,0,0,1,0
23,809,81,0,0,1,0
29,1054,88,0,0,1,0
36,804,44,0,0,1,0
39,853,80,0,0,1,0
23,818,57,0,0,1,0
38,912,87,0,0,1,0
39,925,89,0,0,1,0
20,945,80,0,0,1,0
22,944,83,0,0,1,0
26,885,35,0,0,1,0
33,1008,54,0,0,1,0
20,807,81,0,0,1,0
28,893,81,0,0,1,0
28,836,87,0,0,1,0
25,801,42,0,0,1,0
29,845,88,0,0,1,0
34,811,45,0,0,1,0
22,985,43,0,0,1,0
23,1058,83,0,0,1,0
25,970,82,0,0,1,0
32,966,84,0,0,1,0
24,1077,65,0,0,1,0
32,977,82,0,0,1,0
28,982,86,0,0,1,0
35,898,39,0,0,1,0
39,1030,88,0,0,1,0
31,1014,86,0,0,1,0
22,872,79,0,0,1,0
32,995,89,0,0,1,0
30,858,86,0,0,1,0
20,848,81,0,0,1,0
31,810,86,0,0,1,0
22,892,33,0,0,1,0
30,848,69,0,0,1,0
38,811,39,0,0,1,0
30,1029,46,0,0,1,0
31,881,85,0,0,1,0
29,895,48,0,0,1,0
23,1087,42,0,0,1,0
26,1060,58,0,0,1,0
28,900,89,0,0,1,0
21,832,84,0,0,1,0
30,1080,84,0,0,1,0
22,825,50,0,0,1,0
26,822,55,0,0,1,0
33,932,51,0,0,1,0
32,879,82,0,0,1,0
32,970,60,0,0,1,0
26,1017,85,0,0,1,0
31,825,88,0,0,1,0
25,1088,68,0,0,1,0
38,1016,55,0,0,1,0
33,892,77,0,0,1,0
20,801,39,0,0,1,0
20,940,41,0,0,1,0
26,894,31,0,0,1,0
39,994,87,0,0,1,0
24,818,69,0,0,1,0
29,819,79,0,0,1,0
36,855,82,0,0,1,0
31,1073,80,0,0,1,0
21,844,50,0,0,1,0
26,864,65,0,0,1,0
33,924,88,0,0,1,0
24,1059,80,0,0,1,0
20,846,70,0,0,1,0
29,856,54,0,0,1,0
26,868,83,0,0,1,0
25,819,75,0,0,1,0
21,882,88,0,0,1,0
24,971,79,0,0,1,0
29,846,83,0,0,1,0
30,968,87,0,0,1,0
35,870,57,0,0,1,0
31,846,48,0,0,1,0
22,910,51,0,0,1,0
34,814,78,0,0,1,0
26,1032,52,0,0,1,0
38,847,84,0,0,1,0
27,813,87,0,0,1,0
26,815,82,0,0,1,0
20,997,85,0,0,1,0
35,854,38,0,0,1,0
25,852,89,0,0,1,0
24,878,82,0,0,1,0
31,1031,58,0,0,1,0
38,1094,67,0,0,1,0
27,1057,55,0,0,1,0
35,914,80,0,0,1,0
34,917,80,0,0,1,0
25,855,85,0,0,1,0
30,960,79,0,0,1,0
26,894,63,0,0,1,0
20,932,87,0,0,1,0
36,1050,88,0,0,1,0
22,1005,83,0,0,1,0
39,809,81,0,0,1,0
39,954,58,0,0,1,0
36,816,87,0,0,1,0
26,1074,85,0,0,1,0
21,867,78,0,0,1,0
23,823,53,0,0,1,0
32,1006,87,0,0,1,0
22,860,83,0,0,1,0
21,836,82,0,0,1,0
32,845,48,0,0,1,0
26,925,39,0,0,1,0
34,882,86,0,0,1,0
32,1031,83,0,0,1,0
24,1076,61,0,0,1,0
39,1091,82,0,0,1,0
35,878,89,0,0,1,0
31,812,84,0,0,1,0
26,864,43,0,0,1,0
36,811,73,0,0,1,0
38,924,43,0,0,1,0
30,1081,81,0,0,1,0
30,1001,88,0,0,1,0
35,924,81,0,0,1,0
29,805,86,0,0,1,0
21,1019,62,0,0,1,0
20,805,44,0,0,1,0
31,888,86,0,0,1,0
36,977,35,0,0,1,0
21,1053,81,0,0,1,0
39,911,40,0,0,1,0
30,1084,80,0,0,1,0
29,886,31,0,0,1,0
36,1013,31,0,0,1,0
30,1038,88,0,0,1,0
20,989,59,0,0,1,0
36,978,39,0,0,1,0
32,806,85,0,0,1,0
31,820,88,0,0,1,0
30,973,73,0,0,1,0
23,855,84,0,0,1,0
29,820,71,0,0,1,0
26,1041,83,0,0,1,0
26,939,34,0,0,1,0
32,1035,86,0,0,1,0
32,853,87,0,0,1,0
36,813,89,0,0,1,0
27,873,39,0,0,1,0
26,946,50,0,0,1,0
22,1063,81,0,0,1,0
28,1089,85,0,0,1,0
37,956,71,0,0,1,0
28,1098,33,0,0,1,0
23,1027,72,0,0,1,0
29,900,83,0,0,1,0
34,910,55,0,0,1,0
37,899,40,0,0,1,0
23,801,87,0,0,1,0
34,1060,85,0,0,1,0
38,1085,30,0,0,1,0
37,1061,85,0,0,1,0
39,840,68,0,0,1,0
33,992,79,0,0,1,0
20,829,67,0,0,1,0
22,1059,88,0,0,1,0
38,845,88,0,0,1,0
31,837,32,0,0,1,0
29,844,80,0,0,1,0
37,1009,40,0,0,1,0
31,1080,78,0,0,1,0
35,880,60,0,0,1,0
30,1067,47,0,0,1,0
23,903,60,0,0,1,0
24,858,88,0,0,1,0
37,982,35,0,0,1,0
34,1022,71,0,0,1,0
22,1079,40,0,0,1,0
34,924,32,0,0,1,0
30,964,83,0,0,1,0
21,855,81,0,0,1,0
26,885,84,0,0,1,0
29,1070,86,0,0,1,0
26,1075,60,0,0,1,0
21,979,43,0,0,1,0
22,878,80,0,0,1,0
29,877,88,0,0,1,0
26,985,62,0,0,1,0
27,1009,86,0,0,1,0
36,902,82,0,0,1,0
25,1097,83,0,0,1,0
28,856,57,0,0,1,0
30,848,88,0,0,1,0
20,860,78,0,0,1,0
22,834,87,0,0,1,0
32,1033,78,0,0,1,0
23,870,46,0,0,1,0
35,833,62,0,0,1,0
24,944,89,0,0,1,0
31,917,52,0,0,1,0
23,968,84,0,0,1,0
38,873,84,0,0,1,0
28,893,86,0,0,1,0
28,805,38,0,0,1,0
34,879,81,0,0,1,0
28,863,71,0,0,1,0
24,1012,57,0,0,1,0
20,1005,76,0,0,1,0
23,1096,62,0,0,1,0
28,860,86,0,0,1,0
35,928,88,0,0,1,0
29,870,85,0,0,1,0
35,907,34,0,0,1,0
34,919,87,0,0,1,0
20,851,82,0,0,1,0
39,897,30,0,0,1,0
31,909,88,0,0,1,0
34,860,87,0,0,1,0
22,829,73,0,0,1,0
21,857,51,0,0,1,0
32,830,62,0,0,1,0
37,1023,53,0,0,1,0
24,911,30,0,0,1,0
24,804,59,0,0,1,0
25,866,87,0,0,1,0
31,845,43,0,0,1,0
31,1024,89,0,0,1,0
33,889,81,0,0,1,0
37,1093,89,0,0,1,0
22,893,55,0,0,1,0
25,838,74,0,0,1,0
28,822,71,0,0,1,0
38,1033,70,0,0,1,0
27,816,87,0,0,1,0
22,820,72,0,0,1,0
25,911,85,0,0,1,0
36,823,85,0,0,1,0
31,1029,58,0,0,1,0
33,1083,56,0,0,1,0
20,838,88,0,0,1,0
33,1021,83,0,0,1,0
20,864,43,0,0,1,0
33,931,39,0,0,1,0
30,1035,83,0,0,1,0
25,865,54,0,0,1,0
35,843,87,0,0,1,0
27,802,82,0,0,1,0
26,977,53,0,0,1,0
36,1096,65,0,0,1,0
26,893,87,0,0,1,0
26,852,87,0,0,1,0
23,856,87,0,0,1,0
39,898,86,0,0,1,0
31,994,44,0,0,1,0
24,871,80,0,0,1,0
39,1068,83,0,0,1,0
23,815,87,0,0,1,0
33,860,58,0,0,1,0
37,1093,49,0,0,1,0
34,843,89,0,0,1,0
31,804,47,0,0,1,0
34,846,89,0,0,1,0
23,841,85,0,0,1,0
27,952,85,0,0,1,0
23,1034,45,0,0,1,0
21,948,82,0,0,1,0
27,942,60,0,0,1,0
24,935,36,0,0,1,0
26,893,76,0,0,1,0
32,976,74,0,0,1,0
32,995,88,0,0,1,0
29,813,80,0,0,1,0
34,1019,85,0,0,1,0
30,898,64,0,0,1,0
39,992,86,0,0,1,0
34,843,82,0,0,1,0
37,848,75,0,0,1,0
37,978,84,0,0,1,0
26,1020,84,0,0,1,0
24,818,52,0,0,1,0
28,1014,82,0,0,1,0
27,1015,83,0,0,1,0
31,980,32,0,0,1,0
36,1031,88,0,0,1,0
35,848,65,0,0,1,0
32,838,64,0,0,1,0
36,946,61,0,0,1,0
28,1036,49,0,0,1,0
39,963,86,0,0,1,0
24,966,36,0,0,1,0
31,884,53,0,0,1,0
31,808,39,0,0,1,0
37,946,57,0,0,1,0
33,824,56,0,0,1,0
33,1010,31,0,0,1,0
34,1037,81,0,0,1,0
34,848,87,0,0,1,0
25,850,79,0,0,1,0
38,1021,81,0,0,1,0
39,1003,89,0,0,1,0
28,1039,81,0,0,1,0
38,1067,86,0,0,1,0
25,860,49,0,0,1,0
29,949,89,0,0,1,0
28,816,37,0,0,1,0
34,993,87,0,0,1,0
36,815,89,0,0,1,0
23,1092,42,0,0,1,0
26,974,84,0,0,1,0
20,863,87,0,0,1,0
33,1043,64,0,0,1,0
32,841,72,0,0,1,0
23,871,86,0,0,1,0
32,924,61,0,0,1,0
22,936,86,0,0,1,0
28,853,61,0,0,1,0
26,997,85,0,0,1,0
26,1040,81,0,0,1,0
29,866,37,0,0,1,0
28,882,81,0,0,1,0
22,997,51,0,0,1,0
28,1065,81,0,0,1,0
33,1068,79,0,0,1,0
22,1053,72,0,0,1,0
31,840,68,0,0,1,0
26,1009,88,0,0,1,0
39,1014,41,0,0,1,0
21,907,43,0,0,1,0
28,819,81,0,0,1,0
28,1077,76,0,0,1,0
39,974,88,0,0,1,0
34,962,83,0,0,1,0
36,886,85,0,0,1,0
25,1095,84,0,0,1,0
24,876,82,0,0,1,0
30,1044,57,0,0,1,0
36,879,61,0,0,1,0
27,969,86,0,0,1,0
30,820,87,0,0,1,0
37,1049,85,0,0,1,0
27,865,43,0,0,1,0
30,949,64,0,0,1,0
26,912,58,0,0,1,0
34,1028,89,0,0,1,0
24,910,86,0,0,1,0
23,844,87,0,0,1,0
25,847,49,0,0,1,0
31,802,32,0,0,1,0
22,871,48,0,0,1,0
31,1005,35,0,0,1,0
31,1039,66,0,0,1,0
24,922,55,0,0,1,0
34,866,83,0,0,1,0
29,868,49,0,0,1,0
39,815,85,0,0,1,0
31,841,87,0,0,1,0
26,1005,31,0,0,1,0
36,1098,78,0,0,1,0
24,862,88,0,0,1,0
38,951,85,0,0,1,0
30,824,87,0,0,1,0
38,826,81,0,0,1,0
34,906,82,0,0,1,0
27,963,87,0,0,1,0
31,846,63,0,0,1,0
26,866,65,0,0,1,0
28,881,86,0,0,1,0
35,835,48,0,0,1,0
26,970,60,0,0,1,0
29,943,44,0,0,1,0
27,1078,88,0,0,1,0
32,891,72,0,0,1,0
30,869,81,0,0,1,0
37,979,76,0,0,1,0
21,815,62,0,0,1,0
38,869,53,0,0,1,0
35,852,77,0,0,1,0
24,1017,89,0,0,1,0
22,818,81,0,0,1,0
34,831,88,0,0,1,0
39,832,39,0,0,1,0
39,936,63,0,0,1,0
39,1011,88,0,0,1,0
37,820,59,0,0,1,0
35,968,57,0,0,1,0
26,856,83,0,0,1,0
20,859,85,0,0,1,0
24,848,83,0,0,1,0
37,897,54,0,0,1,0
35,1060,82,0,0,1,0
27,835,80,0,0,1,0
29,821,84,0,0,1,0
20,834,87,0,0,1,0
32,815,82,0,0,1,0
26,944,60,0,0,1,0
34,1053,59,0,0,1,0
27,947,68,0,0,1,0
26,819,79,0,0,1,0
25,823,81,0,0,1,0
21,925,82,0,0,1,0
20,1038,48,0,0,1,0
37,1037,87,0,0,1,0
38,991,87,0,0,1,0
23,1017,82,0,0,1,0
30,805,30,0,0,1,0
36,896,67,0,0,1,0
35,977,62,0,0,1,0
36,867,87,0,0,1,0
22,1046,73,0,0,1,0
20,926,80,0,0,1,0
39,950,53,0,0,1,0
21,948,85,0,0,1,0
32,812,57,0,0,1,0
32,1005,61,0,0,1,0
23,989,80,0,0,1,0
21,1016,53,0,0,1,0
24,1069,72,0,0,1,0
27,833,81,0,0,1,0
36,813,62,0,0,1,0
37,974,87,0,0,1,0
22,811,65,0,0,1,0
22,898,34,0,0,1,0
26,892,81,0,0,1,0
28,843,82,0,0,1,0
23,959,82,0,0,1,0
21,897,40,0,0,1,0
33,876,84,0,0,1,0
23,816,84,0,0,1,0
26,827,84,0,0,1,0
34,845,40,0,0,1,0
35,842,83,0,0,1,0
38,924,32,0,0,1,0
39,976,82,0,0,1,0
26,1000,83,0,0,1,0
39,809,89,0,0,1,0
29,871,73,0,0,1,0
37,881,65,0,0,1,0
38,1050,64,0,0,1,0
35,852,82,0,0,1,0
36,840,88,0,0,1,0
24,1003,30,0,0,1,0
33,843,76,0,0,1,0
29,1077,80,0,0,1,0
23,843,79,0,0,1,0
39,968,86,0,0,1,0
23,1023,44,0,0,1,0
39,1061,57,0,0,1,0
36,818,79,0,0,1,0
29,900,45,0,0,1,0
27,850,48,0,0,1,0
30,846,82,0,0,1,0
38,997,50,0,0,1,0
28,843,57,0,0,1,0
38,811,88,0,0,1,0
28,1037,84,0,0,1,0
34,908,84,0,0,1,0
34,883,83,0,0,1,0
31,910,81,0,0,1,0
35,1084,32,0,0,1,0
32,834,63,0,0,1,0
20,900,86,0,0,1,0
33,1066,67,0,0,1,0
21,897,80,0,0,1,0
25,1011,87,0,0,1,0
34,1034,83,0,0,1,0
22,946,32,0,0,1,0
24,901,84,0,0,1,0
22,807,30,0,0,1,0
39,1076,85,0,0,1,0
34,952,82,0,0,1,0
33,1082,59,0,0,1,0
22,927,58,0,0,1,0
35,807,87,0,0,1,0
25,1003,60,0,0,1,0
20,962,33,0,0,1,0
26,861,81,0,0,1,0
38,842,69,0,0,1,0
36,945,86,0,0,1,0
21,875,80,0,0,1,0
23,1005,81,0,0,1,0
36,807,83,0,0,1,0
24,920,87,0,0,1,0
26,1023,48,0,0,1,0
36,1025,34,0,0,1,0
29,966,64,0,0,1,0
33,1044,86,0,0,1,0
32,816,67,0,0,1,0
34,1047,86,0,0,1,0
35,1087,84,0,0,1,0
22,1068,81,0,0,1,0
36,936,65,0,0,1,0
21,1050,63,0,0,1,0
26,866,66,0,0,1,0
23,1074,86,0,0,1,0
24,889,86,0,0,1,0
37,955,85,0,0,1,0
24,1058,65,0,0,1,0
34,866,63,0,0,1,0
32,1080,89,0,0,1,0
25,997,37,0,0,1,0
39,891,36,0,0,1,0
39,890,82,0,0,1,0
38,846,52,0,0,1,0
33,860,57,0,0,1,0
20,803,44,0,0,1,0
21,842,81,0,0,1,0
20,1074,81,0,0,1,0
34,1065,57,0,0,1,0
22,818,85,0,0,1,0
23,835,86,0,0,1,0
24,866,34,0,0,1,0
28,898,85,0,0,1,0
22,867,81,0,0,1,0
20,994,75,0,0,1,0
32,1002,49,0,0,1,0
20,853,48,0,0,1,0
24,937,58,0,0,1,0
37,1012,80,0,0,1,0
29,932,61,0,0,1,0
30,880,83,0,0,1,0
39,830,67,0,0,1,0
39,820,86,0,0,1,0
24,1009,84,0,0,1,0
28,836,45,0,0,1,0
21,1016,50,0,0,1,0
27,870,55,0,0,1,0
27,980,36,0,0,1,0
23,869,60,0,0,1,0
37,1021,82,0,0,1,0
36,1090,34,0,0,1,0
26,992,70,0,0,1,0
39,990,68,0,0,1,0
32,852,83,0,0,1,0
32,803,83,0,0,1,0
38,886,87,0,0,1,0
21,840,35,0,0,1,0
20,827,52,0,0,1,0
33,903,30,0,0,1,0
24,826,51,0,0,1,0
32,876,84,0,0,1,0
36,876,80,0,0,1,0
38,806,87,0,0,1,0
38,1088,60,0,0,1,0
32,853,51,0,0,1,0
23,1068,44,0,0,1,0
38,884,70,0,0,1,0
38,849,89,0,0,1,0
24,1084,60,0,0,1,0
34,899,59,0,0,1,0
20,840,38,0,0,1,0
28,1087,76,0,0,1,0
36,1038,86,0,0,1,0
30,848,43,0,0,1,0
32,844,85,0,0,1,0
26,912,61,0,0,1,0
39,1092,85,0,0,1,0
32,954,70,0,0,1,0
37,805,82,0,0,1,0
23,871,84,0,0,1,0
23,827,86,0,0,1,0
31,1097,87,0,0,1,0
27,1051,84,0,0,1,0
35,944,89,0,0,1,0
21,873,52,0,0,1,0
38,1097,36,0,0,1,0
31,881,89,0,0,1,0
28,1038,66,0,0,1,0
23,836,71,0,0,1,0
29,951,88,0,0,1,0
27,927,66,0,0,1,0
